발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
프로젝트논현제이차,서울특별시,강남구,논현동,242-52번지,오피스텔,오피스텔.오피스,0,한국투자증권,증권사,인수,매입확약,1000,-,  한국투자증권(주)의 사모사채 인수확약  
프로젝트서이천,경기도,이천시,마장면,장암리,산업시설,물류,0,한국투자증권,증권사,인수,매입확약,235,-, 한국투자증권㈜의 사모사채 인수 의
프로젝트서이천,경기도,이천시,마장면,장암리,산업시설,물류,0,한국투자증권,증권사,인수,매입확약,235,-, 한국투자증권㈜의 사모사채 인수 의
피닉스모현제일차,전라북도,익산시,모현동,1가,공동주택,주상복합.리테일.공동주택,0,한화투자증권,증권사,채권매입,매입확약,1200,-, 한화투자증권㈜의 대출채권 매입확약 등 피
하이드래곤상도제일차,서울특별시,동작구,상도동,182-13번지,공동주택,리테일.공동주택,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,8500,-, 하이투자증권(주)의 대출채권 매입확약 사모사채 인수확약 또는 자금보충 약정  하
하이스톰메이커제팔차,인천광역시,서구,원당동,검단신도시,오피스텔,오피스텔.오피스,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,557,71.6, 하이투자증권㈜의 대출채권 매입확약 자금보충 사모사채 인수의무
해운대케넌제일차,부산광역시,해운대구,우동,648-7,특수용도,리테일.생활형숙박시설,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,650,-, 한화투자증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 해
경산로지스제삼차,경상북도,경산시,진량읍,신제리,산업시설,물류,0,엔에이치투자증권,증권사,인수,매입확약,1370,-, 엔에이치투자증권㈜의 사모사채 인수확약 경
구래오티제일차,경기도,김포시,구래동,6881-1,오피스텔,리테일.오피스텔.오피스,0,아이비케이투자증권,증권사,채권매입,매입확약,810,-,  아이비케이투자증권(주)의 대출채권 매입의무  
그레이트남제일차,대구광역시,달서구,두류동,638-19번지,상업업무,오피스.리테일,0,동부건설,시공사,채무인수/자금보충,매입확약,1070,-, 동부건설㈜의 자금보충(미이행시 채무인수) 의무
기은센금사제일차,부산광역시,금정구,금사동,105-2번지,특수용도,리테일.지식산업센터,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,895,-,  아이비케이투자증권(주)의 대출채권 매입확약 및 사모사채 인수확약  
기은센대덕제일차,대전광역시,유성구,관평동,887번지,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수 의무 기
기은센대덕제일차,대전광역시,유성구,관평동,887번지,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수 의무 기
기은센모곡제일차,경기도,평택시,모곡동,438-1번지,특수용도,리테일.지식산업센터,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,1120,65.65, 아이비케이투자증권㈜의 대출채권 매입 또는 사모사채 인수확
뉴케이에이치제오차,충청남도,천안시,서북구,성성동,특수용도,리테일.지식산업센터,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 하이투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
더블에스동인제이차,경기도,시흥시,배곧동,295-3번지,특수용도,리테일.지식산업센터,0,비엔케이투자증권,증권사,인수,매입확약,730,60.31,  (주)비엔케이투자증권의 사모사채 인수확약  
디에스당진제일차,충청남도,당진시,송악읍,기지시리,공동주택,리테일.공동주택,0,-,-,채권매입/인수,매입확약,-,-, 대신증권㈜ 대출채권 매입확약 및 사모사채 인수확약 디
디에스케이제칠차,강원도,양양군,강현면,주청리,특수용도,리테일.생활형숙박시설,0,아이비케이투자증권,증권사,채권매입,매입확약,730,90.62, 아이비케이투자증권(주)의 대출채권 매입확
디케이제이차,경상북도,포항시,남구,오천읍,공동주택,리테일.공동주택,0,DB금융투자,기타,인수,매입확약,580,-,  DB금융투자(주)의 사모사채 인수확약  
디케이제일차,경상북도,포항시,남구,오천읍,공동주택,리테일.공동주택,0,DB금융투자,기타,인수,매입확약,580,-,  DB금융투자(주)의 사모사채 인수확약  
베스트청계제이차,서울시,성동구,용답동,121번지,공동주택,공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,1200,-, 한국투자증권㈜의 사모사채 인수 및 자금보충 의무
부발에이피티제일차,경기도,이천시,부발읍,신원리,공동주택,리테일.공동주택,0,아이비케이투자증권,증권사,채권매입,매입확약,740,-, 아이비케이투자증권㈜의 대출채권 매입확약  유
비아이에스제이차,경기도,용인시,처인구,남사면,산업시설,물류,0,유진투자증권,증권사,채권매입,매입확약,760,-, 대출채권 매입 의무를 부담하는 유진투자증권㈜의 신용도 비
비엔케이제주글로벌,제주특별자치도,제주시,한경면,청수리,공동주택,리테일.공동주택,0,BNK투자증권,증권사,인수,매입확약,600,82.7, ㈜BNK투자증권의 사모사채 인수 의무
비욘드교동제일차,강원도,강릉시,교동,156-35번지,공동주택,주상복합,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 한국투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
샤이닝스톤김해,경상남도,김해시,신문동,699-1번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,주택도시보증공사.NH투자증권,공공.증권사,-.매입,매입확약,3000,100, 율하이엘지역주택조합의 대출채무(대출원금)에 대한 주택도시보증공사의 PF대출보증 . NH투자증권㈜의 유동화증권 매입보장
스토크제이차,부산광역시,부산진구,부전동,32-2번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,케이비증권,증권사,인수,매입확약,730,-,  케이비증권(주)의 사모사채 인수확약  
스토크제이차,부산광역시,부산진구,부전동,32-2번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,케이비증권,증권사,인수,매입확약,730,-,  케이비증권(주)의 사모사채 인수확약  
아이비케이성수오피스제일차,서울특별시,성동구,성수동2가,314-10번지,상업업무,오피스,0,아이비케이투자증권,증권사,채권매입,매입확약,1470,-, 아이비케이투자증권㈜의 대출채권 매입확약
알피수원제일차,경기도,수원시,권선구,서둔동,공동주택,리테일.공동주택,0,현대차증권.현대엔지니어링,증권사.시공사,인수.채무인수/책임준공,매입확약,3000,-, 현대차증권㈜의 사모사채 인수 확약 . 현대엔지니어링㈜의 책임준공 및 미이행시 채무인수 의
에스더블제이차,경기도,수원시,팔달구,고등동,오피스텔,리테일.오피스텔.오피스,본 PF,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,100,-,  한국투자증권(주)의 대출채권 매입확약 및 자금보충 사모사채 인수의무  
에이블마석제일차,경기도,남양주시,화도읍,마석우리,공동주택,주상복합,0,케이비증권,증권사,인수/자금보충,-,770,-, 케이비증권(주)의 사모사채 인수 및 자금보충 의
에이블반도체밸리제일차,경기도,평택시,가재동,평택가재택지개발지구,공동주택,공동주택,0,주택도시보증공사.케이비증권,공공.증권사,-.매입,매입확약,-,-, 주택도시보증공사의 PF 대출보증 . 케이비증권(주)의 유동화증권 매입보장
에이블초월제이차,경기도,광주시,초월읍,쌍동리,공동주택,리테일.공동주택,0,케이비증권,증권사,인수,매입확약,262,63.1, 케이비증권(주)의 사모사채 인수확약
에이치오디엄제사차,대구광역시,달서구,두류동,638-19번지,상업업무,오피스.리테일,0,동부건설,시공사,채무인수/자금보충,매입확약,1070,-, 동부건설㈜의 자금보충(미이행시 채무인수) 의무
에이치오디엄제삼차,대구광역시,달서구,두류동,638-19번지,상업업무,오피스.리테일,0,동부건설,시공사,채무인수/자금보충,매입확약,1070,-, 동부건설㈜의 자금보충(미이행시 채무인수) 의무
에이치오디엄제이차,대구광역시,달서구,두류동,638-19번지,상업업무,오피스.리테일,0,동부건설,시공사,채무인수/자금보충,매입확약,1070,-, 동부건설㈜의 자금보충(미이행시 채무인수) 의무
에코라이온,인천광역시,서구,청라동,157-7,상업업무,리테일,0,한국투자증권,증권사,인수,매입확약,490,-,  한국투자증권(주)의 사모사채 인수확약  
에프엔학하제삼차,대전광역시,유성구,학하동,676-1번지,공동주택,리테일.아파트.임대주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,2000,-, 삼성증권㈜의 대출채권 매입 사모사채 인수 및 자금보충 의무 에
에프엔학하제삼차,대전광역시,유성구,학하동,676-1번지,공동주택,리테일.아파트.임대주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,2000,-, 삼성증권㈜의 대출채권 매입 사모사채 인수 및 자금보충 의무 에
엔트레뽀이천제오차,경기도,이천시,설성면,자석리,산업시설,물류,0,교보증권,증권사,채권매입/자금보충,매입확약,420,-,  교보증권(주)의 대출채권 매입확약 및 자금보충 의무  
엠에스광주물류제일차,서울특별시,마포구,서교동,395-43번지,공동주택,리테일.임대주택.물류,0,미래에셋증권,증권사,인수,매입확약,423,-, 미래에셋증권㈜의 사모사채 인수확약 엠
오션시티제일차,부산광역시,금정구,금사동,105-2번지,특수용도,리테일.지식산업센터,0,유진투자증권,증권사,인수,매입확약,895,-,  유진투자증권(주)의 사모사채 인수확약  
오션시티제일차,부산광역시,금정구,금사동,105-2번지,특수용도,리테일.지식산업센터,0,유진투자증권,증권사,인수,매입확약,895,-,  유진투자증권(주)의 사모사채 인수확약  
와이비당산,서울특별시,영등포구,당산동3가,552-2번지,특수용도,리테일.지식산업센터,0,에스케이증권,증권사,인수,매입확약,480,-, 에스케이증권㈜의 사모사채 인수 확약 와
와이에프아이남산,서울특별시,중구,남대문로,5가,공동주택,아파트.호텔.오피스.리테일,0,유안타증권,증권사,채권매입/인수,매입확약,14400,-, 유안타증권㈜의 대출채권 매입확약 및 사모사채 인수확약 와
이터널가락제삼차,서울특별시,송파구,가락동,99번지,오피스텔,오피스텔.오피스,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,1390,-, 한국투자증권(주)의 대출채권 매입 사모사채 인수 자금보충 의무 
인베스트한호제일차,서울특별시,중구,을지로,4가,오피스텔,리테일.오피스텔.오피스,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,2210,-, 한화투자증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의
제이온마스터,부산광역시,진구,범천동,62-4번지,공동주택,주상복합,0,키움증권,증권사,인수/자금보충,매입확약,1500,-,  키움증권(주)의 사모사채 인수확약 또는 자금보충 의무 S
제이티망포제일차,경기도,수원시,영통구,망포동,특수용도,리테일.지식산업센터,0,한국투자증권,증권사,인수/자금보충,매입확약,660,25.7,  한국투자증권(주)의 사모사채 인수확약 및 자금보충 의무  
제이티망포제일차,경기도,수원시,영통구,망포동,특수용도,리테일.지식산업센터,0,한국투자증권,증권사,인수/자금보충,매입확약,660,25.7,  한국투자증권(주)의 사모사채 인수확약 및 자금보충 의무  
카이로스제팔차,부산광역시,해운대구,우동,648-7,특수용도,리테일.생활형숙박시설,0,다올투자증권,증권사,인수,매입확약,650,-, 다올투자증권㈜의 사모사채 인수확약 카
케이물류제이차,경기도,이천시,모가면,신갈리,산업시설,물류,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,1300,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
케이테라제오차,부산광역시,진구,범천동,62-4번지,공동주택,주상복합.아파트.오피스.오피스텔,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,175,-,  키움증권(주)의 대출채권 매입확약 자금보충 및 사모사채 인수의무  
콘트라빈제일차,경기도,양주시,옥정동,978-1번지,오피스텔,오피스텔.오피스,0,다올투자증권,증권사,채권매입/자금보충,매입확약,1540,-, 다올투자증권㈜의 대출채권 매입확약 및 자금보충 의무 콘
투드래곤가산,서울특별시,금천구,가산동,371-36,특수용도,지식산업센터,0,에스케이증권,증권사,인수,매입확약,2200,55.3, 에스케이증권㈜의 사모사채 인수의무
트러스트회천제일차,경기도,양주시,덕계동,30-0,공동주택,주상복합,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 교보증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 트
트루양주제일차,경기도,양주시,옥정동,978-1번지,오피스텔,리테일.오피스텔.오피스,0,한국투자증권,증권사,채권매입,매입확약,1540,-, 한국투자증권㈜와 체결한 대출채권 매입 등에 관한 확약서 등 트
트루프렌드구래제이차,경기도,김포시,구래동,6881-1,오피스텔,리테일.오피스텔.오피스,0,한국투자증권,증권사,자금보충,매입확약,810,-,  한국투자증권(주)의 자금보충의무  
트리플와이엔제일차,경기도,시흥시,광석동,4014-0번지,상업업무,리테일.오피스,0,현대차증권,증권사,인수,매입확약,570,-, 현대차증권㈜의 사모사채 인수확
티더블유서초제이차,서울특별시,서초구,서초동,1603-56번지,공동주택,리테일.아파트.도시형생활주택,0,케이비증권,증권사,인수,매입확약,2700,-,케이비증권㈜의 사모사채 인수확약
티더블유서초제일차,서울특별시,서초구,서초동,1603-56번지,공동주택,리테일.아파트.도시형생활주택,0,케이비증권,증권사,인수,매입확약,2700,-,케이비증권㈜의 사모사채 인수확약
팬텀가산포유제일차,서울특별시,금천구,가산동,371-36,특수용도,지식산업센터,0,현대차증권,증권사,인수,매입확약,2200,55.3, 현대차증권㈜의 사모사채 인수의무
퍼스트허니제일차,경기도,김포시,양촌읍,학운리,상업업무,오피스.리테일,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,2100,80.24, 유진투자증권(주)의 대출채권 매입 자금보충 사모사채 인수 의무 
플랜업구조화제일차,서울특별시,강동구,고덕동,353-23번지,상업업무,리테일.오피스,0,에이치디씨현대산업개발,시공사,채무인수/자금보충,매입확약,-,-, SPC에 대한 에이치디씨현대산업개발(주)의 자금보충 및 미이행시 기초자산 채무인수 의무  
하나도원제일차,대구광역시,중구,도원동,3-11번지,공동주택,주상복합.오피스.오피스텔.공동주택,0,하나증권,증권사,인수,매입확약,-,-, 하나증권㈜의 사모사채 인수확약 하
하나디에프제일차,광주광역시,서구,금호동,1번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수,매입확약,3400,-, 하나증권㈜의 사모사채 인수확약 하
하나재현제일차,경기도,평택시,모곡동,438-1번지,특수용도,리테일.지식산업센터,0,하나증권,증권사,매입,매입확약,1120,-, 하나증권(주)의 사모사채 매입확약
하이스톰워커제오차,부산광역시,진구,범천동,62-4번지,공동주택,주상복합,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,1500,-, 하이투자증권㈜의 대출채권 매입 사모사채 인수 자금보충 의무 하
하이신정제일차,울산광역시,남구,신정동,1238-10번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,500,-, 하이투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
한투청라유동화제일차,인천광역시,서구,청라동,157-7,상업업무,리테일,0,한국투자증권,증권사,인수,매입확약,490,-,  한국투자증권(주)의 사모사채 인수확약  
블루파티오남천,부산광역시,수영구,남천동,545,공동주택,리테일.공동주택,0,엔에이치투자증권,증권사,인수,매입확약,6500,-,  엔에이치투자증권(주)의 사모사채 인수확약  
빅하우스제칠차,인천광역시,계양구,효성동,100번지,상업업무,도시개발,본 PF,케이비증권,증권사,인수/자금보충,매입확약,7500,-, 케이비증권㈜의 사모사채 인수 및 자금보충 의무
빅하우스제칠차,인천광역시,계양구,효성동,100번지,상업업무,도시개발,본 PF,케이비증권,증권사,인수/자금보충,매입확약,7500,-, 케이비증권㈜의 사모사채 인수 및 자금보충 의무
아이비고천제일차,경기도,의왕시,고천,지식산업센터,특수용도,리테일.지식산업센터,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,1220,-, 아이비케이투자증권㈜의 대출채권 매입 및 사모사채 인수 의무 아
아이비메가일차,부산광역시,수영구,남천동,545,공동주택,리테일.공동주택,0,대우건설.이베스트투자증권,시공사.증권사,연대보증.매입,매입확약,6500,-,  (주)대우건설의 기초자산 연대보증 ⚫.  이베스트투자증권(주)의 유동화증권 매입보장  
여의도생숙한투유동화제이차,서울특별시,서초구,방배동,1020-1번지,공동주택,공동주택,0,,,,매입확약,575,-,
와이즈제삼차,경상북도,구미시,도량동,산,상업업무,오피스.리테일,0,,,,매입확약,-,-,
케이시큐제사차,충청남도,천안시,서북구,봉명동,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 교보증권(주)의 대출채권 매입 자금보충 사모사채 인수 의무
케이시큐제삼차,충청남도,천안시,서북구,성정동,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 교보증권(주)의 대출채권 매입 자금보충 사모사채 인수 의무
트루오산제이차,경기도,오산시,서동,50번지,공동주택,공동주택,0,한국투자증권,증권사,채권매입/인수/자금보충,매입확약,780,-, 한국투자증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 트
티케이원제일차,대전광역시,유성구,용계동,163-1번지,오피스텔,리테일.오피스텔.오피스,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,980,-,  하이투자증권(주)의 대출채권 매입확약 및 자금보충 의무 사모사채 인수  
프로젝트효성,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,7500,-, 한국투자증권㈜의 사모사채 인수의무 및 자금보충의무 프
프로젝트효성,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,7500,-, 한국투자증권㈜의 사모사채 인수의무 및 자금보충의무 프
프로젝트효성,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,7500,-, 한국투자증권㈜의 사모사채 인수의무 및 자금보충의무 프
프로젝트효성,인천광역시,계양구,효성동,100번지,공동주택,도시개발.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,7500,-, 한국투자증권㈜의 사모사채 인수의무 및 자금보충의무 프
한투이천물류제일차,경기도,이천시,호법면,매곡리,산업시설,물류,본 PF,한국투자증권,증권사,인수/자금보충,매입확약,20,-, 한국투자증권(주)의 자금보충 및 사모사채 인수의무
대봉동한투유동화제일차,대구광역시,중구,대봉동,590-395번지,공동주택,리테일.공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,-,47.9,  한국투자증권(주)의 자금보충 및 사모사채 인수확약  
엠에스아이디제칠차,대전광역시,서구,둔산동,1380-2,오피스텔,리테일.오피스텔.오피스,0,미래에셋증권,증권사,인수,매입확약,5200,-, 미래에셋증권㈜의 사모사채 인수확약
와이비큐브광안,부산광역시,수영구,남천동,545,공동주택,리테일.공동주택,0,SK증권,증권사,인수/자금보충,매입확약,6500,-,  SK증권(주)의 사모사채 인수확약 또는 자금보충 의무  
이마치브라더스제사차,0,0,0,0,오피스텔,오피스텔.오피스,0,BNK투자증권,증권사,인수,매입확약,-,-, ㈜BNK투자증권의 사모사채 인수확약 
인스케이프제이차,강원도,양양군,강현면,전진리,특수용도,리테일.호텔.생활형숙박시설,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,600,-, 하이투자증권㈜의 대출채권 매입확약 자금보충의무 및 사모사채 인수의무 인
인스케이프제일차,강원도,양양군,강현면,전진리,특수용도,리테일.호텔.생활형숙박시설,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,600,-, 하이투자증권㈜의 대출채권 매입확약 자금보충의무 및 사모사채 인수의무 인
티에스옐로우,인천광역시,서구,청라동,202-2번지,특수용도,리테일.지식산업센터,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,1120,-, 유진투자증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
파코제일차,대전광역시,서구,둔산동,1380-2,오피스텔,리테일.오피스텔.오피스,0,신한투자증권,증권사,채권매입/자금보충,매입확약,5200,-, 신한투자증권㈜의 대출채권 매입 및 자금보충
하나파크문,경기도,안양시,만안구,박달동,특수용도,리테일.지식산업센터,0,하나증권,증권사,인수,매입확약,1630,-, 하나증권㈜의 사모사채 인수의무로 통제 하
뉴스타촉진,부산광역시,부산진구,부암동,27-7번지,공동주택,아파트.오피스.오피스텔.공동주택,0,지에스건설.케이비증권,시공사.증권사,연대보증.매입,매입확약,1884,-, 지에스건설㈜의 연대보증 . 케이비증권㈜의 유동화증권 매입보장 의무 뉴
대명동한투유동화제이차,대구광역시,남구,대명동,287-3번지,공동주택,주상복합.아파트.오피스.오피스텔,0,한국투자증권,증권사,인수,매입확약,105,-,  한국투자증권(주)의 사모사채 인수확약  
대전도안제일차,대전광역시,유성구용계동,163-1번지,일원에,오피스텔,리테일.오피스텔.오피스,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,25,-, 하이투자증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 대
디어버디제삼차,경기도,시흥시,군자동,247번지,공동주택,공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,20,-,  교보증권(주)의 대출채권 매입확약 및 자금보충 사모사채 인수의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
스마트시티제일차,경기도,오산시,양산동,95번지,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 SPC에 대한 자금보충 및 미이행 시 기초자산 채무인수 의무  
이지플랜트제사차,인천광역시,부평구,부평동,132-5번지,오피스텔,리테일.오피스텔.오피스,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,420,-,교보증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 확약
이터널창동제일차,경기도,수원시,영통구,원천동,상업업무,오피스.리테일,0,한국투자증권,증권사,채권매입,매입확약,300,-, 한국투자증권㈜의 대출채권 매입 등에 관한 확약 이
케이부투제일차,대구광역시,남구,대명동,202-1번지,공동주택,주상복합.아파트.오피스.오피스텔,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,2760,18.3,  키움증권(주)의 대출채권 매입확약 자금보충 및 사모사채 인수의무  
티케이원제삼차,대전광역시,유성구,용계동,163-1번지,오피스텔,리테일.오피스텔.오피스,0,롯데건설,시공사,채무인수/자금보충,매입확약,980,-,  롯데건설(주)의 SPC에 대한 자금보충 및 기초자산 채무인수 의무 S
나이스수성제일차,대구광역시,수성구,물류센터,개발사업(이하,산업시설,물류,0,메리츠증권,증권사,매입,매입확약,1790,-,  메리츠증권(주)의 사모사채 매입확약  
네오큐브제일차,경상북도,포항시,북구,대흥동,공동주택,주상복합.호텔.리테일.공동주택,0,키움증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 키움증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
뉴스타시티제삼차,경기도,평택시,브레인시티일반산업단지,공동1BL,공동주택,공동주택,본 PF,케이비증권,증권사,인수,매입확약,3200,-, 케이비증권(주)의 사모사채 인수확약
더에이치본리제일차,대구광역시,달서구,본리동,358-5번지,공동주택,주상복합,0,현대차증권,증권사,인수,매입확약,2700,-, 현대차증권(주)의 사모사채 인수 의
드래곤헤드제일차,대전광역시,중구,용두동,14-1번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,본 PF,-,-,-,매입확약,70,-, 하
르텐제일차,서울특별시,동대문구,답십리동,530-14번지,오피스텔,리테일.오피스텔.오피스,0,SK증권,증권사,인수/자금보충,매입확약,1100,-,  SK증권(주)의 사모사채 인수확약 또는 자금보충 의무  
마운틴레이제일차,경기도,안성시,삼죽면,내강리,산업시설,물류,0,다올투자증권,증권사,채권매입/인수,매입확약,560,-, 다올투자증권(주)의 대출채권 매입 및 사모사채 인수의무
성수디에스원,서울시,성동구,성수동2가,278-17번지,특수용도,지식산업센터,0,대신증권,증권사,채권매입/인수,매입확약,1000,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수 확약
세븐스타제일차,대구광역시,북구,칠성동2가,302-125번지,공동주택,주상복합,0,키움증권,증권사,채권매입/자금보충,매입확약,1540,-, 키움증권㈜의 대출채권 매입 및 자금보충 의무
알파인천학익,인천광역시,미추홀구,학익동,744-4번지,오피스텔,리테일.오피스텔.오피스,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,60,-, 하이투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에이치비피제일차,부산광역시,동래구,온천동,산,공동주택,공동주택,0,DB금융투자,기타,인수,매입확약,1305,-, DB금융투자㈜의 사모사채 인수확약 에
와이비남천,부산광역시,수영구,남천동,545-2번지,공동주택,리테일.공동주택,0,에스케이증권,증권사,채권매입/인수/자금보충,매입확약,1150,-, 에스케이증권(주)의 대출채권 매입 사모사채 인수 또는 자금보충확약
와이케이대전용두제일차,대전광역시,중구,용두동,14-1번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,유안타증권,증권사,인수,매입확약,200,-,  유안타증권(주)의 사모사채 인수확약  
와이케이용두제일차,대전광역시,중구,용두동,14-1번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,본 PF,-,-,-,매입확약,1400,-, 하
제이온사하,부산광역시,사하구,신평동,444-1번지,공동주택,아파트.오피스텔.오피스,0,다올투자증권,증권사,인수,매입확약,635,-, 다올투자증권㈜의 사모사채 인수확약 제
트루프렌드온천제일차,부산광역시,동래구,온천동,산201-1번지,상업업무,오피스.리테일,본 PF,한국투자증권,증권사,자금보충,-,1305,-, 한국투자증권㈜의 자금보충 의무
플랜업구조화제일차,서울특별시,강동구,고덕동,353-23번지,상업업무,리테일.오피스,0,에이치디씨현대산업개발,시공사,채무인수/자금보충,매입확약,-,-, SPC에 대한 에이치디씨현대산업개발(주)의 자금보충 및 미이행시 기초자산 채무인수 의무  
플루아이제일차,부산광역시,수영구,민락동,110번지,특수용도,리테일.생활형숙박시설,0,-,-,인수,매입확약,4550,-, 메리츠증권㈜와 체결하는 사모사채인수확약서 등 플
플루아이제일차,부산광역시,수영구,민락동,110번지,특수용도,리테일.생활형숙박시설,0,-,-,인수,매입확약,4550,-, 메리츠증권㈜와 체결하는 사모사채인수확약서 등 플
하나에이치디제일차,대구광역시,중구,도원동,3-11번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,하나증권,증권사,인수,매입확약,2800,-, 하나증권(주)의 사모사채 인수확약 
기은센상동제이차,0,0,0,0,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,2100,-, 롯데건설㈜의 자금보충 및 채무인수의무 기
뉴스타성남제일차,경기도,성남시,수정구,단대동,공동주택,아파트.오피스.오피스텔.리테일,0,케이비증권,증권사,인수,매입확약,1100,-,  케이비증권(주)의 사모사채 인수확약  
