발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
에코파인트리제삼차,경기도,용인시,처인구,고림동,산업시설,물류,0,한화,시공사,연대보증,매입확약,-,-, ㈜한화의 연대보증
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
트루프랜드경산제구차,경상북도,경산시,하양읍,대학리,상업업무,오피스.리테일,0,경산시,공공,매입,매입확약,1850,83.46,경산시의 대출채권 및 신탁수익권 매입의무
디에스을지로제일차,서울시,중구,수표동,35-10번지,공동주택,아파트.리테일.오피스,0,대신증권,증권사,채권매입/인수,매입확약,4450,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수 확
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
여주삼교제일차,경기도,여주시,삼교동,460-8번지,산업시설,물류,0,포스코이앤씨.메리츠증권,시공사.증권사,채무인수.-,매입확약,1690,-, ㈜포스코이앤씨의 채무인수 . 메리츠증권㈜의 유동화증권 투자 의무 여
베스트수정제삼차,부산광역시,해운대구,중동,1382-1번지,특수용도,리테일.생활형숙박시설,0,한국투자증권,증권사,인수/자금보충,매입확약,-,-,  한국투자증권(주)의 사모사채 인수확약 및 자금보충 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
유니버스오산,경기도,오산시,양산동,580번지,공동주택,공동주택,0,디엘이앤씨,시공사,채무인수/자금보충,매입확약,832,-,  디엘이앤씨(주)의 자금보충 및 조건부 기초자산 채무인수 의무  
쌍령파크제일차,경기도,광주시,쌍령동,산,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,500,-,  메리츠증권(주)의 사모사채 매입확약  
쌍령파크제일차,경기도,광주시,쌍령동,산,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,500,-,  메리츠증권(주)의 사모사채 매입확약  
쌍령파크제일차,경기도,광주시,쌍령동,산,공동주택,리테일.공동주택,0,메리츠증권,증권사,매입,매입확약,500,-,  메리츠증권(주)의 사모사채 매입확약  
그레이트신광교제일차,경기도,용인시,기흥구,영덕동,상업업무,오피스.리테일,본 PF,메리츠증권,증권사,매입,매입확약,350,-, 메리츠증권(주)의 사모사채 매입확
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
진저레드제일차,서울특별시,중구,중림동,624번지,상업업무,오피스.리테일,본 PF,현대건설,시공사,연대보증,매입보장,2550,-, 현대건설(주)의 연대보증
랜드마크경산제일차,경상북도,경산시,중산동,1-2번지,공동주택,아파트.주상복합,0,기초자산,기타,-,매입확약,-,-,  기초자산의 차주인 아이에스동서(주)의 대출원리금 상환의무  
랜드마크경산제일차,경상북도,경산시,중산동,1-2번지,공동주택,아파트.주상복합,0,기초자산,기타,-,매입확약,-,-,  기초자산의 차주인 아이에스동서(주)의 대출원리금 상환의무  
랜드마크경산제일차,경상북도,경산시,중산동,1-2번지,공동주택,아파트.주상복합,0,기초자산,기타,-,매입확약,-,-,  기초자산의 차주인 아이에스동서(주)의 대출원리금 상환의무  
랜드마크경산제일차,경상북도,경산시,중산동,1-2번지,공동주택,아파트.주상복합,0,기초자산,기타,-,매입확약,-,-,  기초자산의 차주인 아이에스동서(주)의 대출원리금 상환의무  
마운트시티스케이프,서울특별시,은평구,진관동,은평뉴타운,상업업무,리테일.오피스,0,메리츠증권,증권사,인수,매입확약,-,-, 메리츠증권㈜의 사모사채 인수 의
마운트시티스케이프,서울특별시,은평구,진관동,은평뉴타운,상업업무,리테일.오피스,0,메리츠증권,증권사,인수,매입확약,-,-, 메리츠증권㈜의 사모사채 인수 의
마운트시티스케이프,서울특별시,은평구,진관동,은평뉴타운,상업업무,리테일.오피스,0,메리츠증권,증권사,인수,매입확약,-,-, 메리츠증권㈜의 사모사채 인수 의
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
마인드스탠스,대구광역시,달서구,본리동,380-1번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,메리츠증권,증권사,매입,매입확약,3300,-,  메리츠증권(주)의 사모사채 매입확약  
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터.리테일.오피스,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 자금보충 및 조건부 채무인수 의무를 부담하는 현대건설㈜의 신용도 굿
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터.리테일.오피스,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 자금보충 및 조건부 채무인수 의무를 부담하는 현대건설㈜의 신용도 굿
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터.리테일.오피스,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 자금보충 및 조건부 채무인수 의무를 부담하는 현대건설㈜의 신용도 굿
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터.리테일.오피스,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 자금보충 및 조건부 채무인수 의무를 부담하는 현대건설㈜의 신용도 굿
굿에스에프제사차,서울특별시,강서구,가양1동,92-1번지,특수용도,지식산업센터.리테일.오피스,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 자금보충 및 조건부 채무인수 의무를 부담하는 현대건설㈜의 신용도 굿
스카이힐제일차,서울특별시,강남구,삼성동,90-25번지,상업업무,오피스.리테일,0,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
피넛퍼플,서울특별시,서초구,방배동,452-1번지,공동주택,리테일.공동주택,0,현대건설,시공사,연대보증,매입확약,1800,-, 현대건설㈜의 연대보증
비욘드미사제일차,경기도,하남시,풍산동,자족8-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드미사제일차,경기도,하남시,풍산동,자족8-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드미사제일차,경기도,하남시,풍산동,자족8-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드미사제일차,경기도,하남시,풍산동,자족8-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드미사제일차,경기도,하남시,풍산동,자족8-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
비욘드운정제일차,경기도,파주시,운정3지구,F1-1BL,상업업무,오피스.리테일,본 PF,현대건설,시공사,채무인수/자금보충,매입확약,-,-, 현대건설㈜의 자금보충(미이행시 채무인수) 의무
